gene AvgCodingLen expr reptime hic constraint_score Expression_hub Regulator Genomic_abnormalities_CNV meEthylation
AC145676.2 0.47 13.50974572 327.58 29.79 0.85766798 6 0 0 0.1904279218
AC174470.1 0.533 13.53376481 290.56 32.45 1.532157483 6 0 0 0.1456178734375
AC226150.4 0.335 12.72162348 468.41 25.02 -0.29317047 7 0 0 0.238686385483871
ACAA1 1.355 12.61863584 411 32 1.093388115 0 0 0 0.0198662
ACAA2 1.256 12.57967206 530 35 -1.012992021 0 0 0 0.0190685
ACACA 7.619 13.17334352 346 13 7.524076382 0 0 0 0.0161422
ACACB 7.725 13.17841852 519 29 1.258776775 0 0 0 0
ACAD10 3.43 13.30328562 203 33 -0.355678912 0 0 0 0.0119516
ACAD11 2.466 12.25855598 598 19 -0.144458581 5 0 0 0.177335984810127
ACAD8 1.459 12.50747269 623 21 -0.140066258 31 1 0 0.0215776
ACAD9 1.956 13.92690792 382 54 0.192506497 0 0 0 0.0148834
ACADL 1.348 12.15608902 696 2 0.395607297 0 0 0 0.109185
ACADM 1.442 11.93645313 578 -13 0.141601229 0 0 0 0.0135689
ACADS 1.434 14.3701787 349 42 0.24070507 0 0 0 0.0270096
ACADSB 1.354 12.45297179 673 17 -0.909468433 0 0 0 0.0263933
ACADVL 2.209 14.39378434 316 21 0.275689969 0 0 0 0.618829
ACAN 7.818 13.23854335 560 -1 1.02596998 0 0 0 0.0571896
ACAP1 2.385 14.46352176 206 36 2.366563629 0 0 0 0.0478649
ACAP2 2.452 12.97542364 561 43 2.890067527 0 0 0 0.105573
ACAP3 2.625 14.37169934 273 28 1.796594051 8 0 0 0.157910244155844
ACAT1 1.403 12.94300702 695 19 -0.10884677 0 0 0 0.283903
ACAT2 1.386 13.38194994 420 22 -0.252104172 0 0 0 0.138441
ACBD3 1.627 13.53632562 214 24 2.074522544 0 0 0 0.0302562
ACBD4 1.104 13.60084472 207 32 0.045576606 0 0 0 0
ACBD5 1.69 12.85702189 555 36 0.235043868 0 0 0 0.0102014
ACBD6 0.889 13.20506347 445 12 -0.776057439 0 0 0 0.0197127
ACBD7 0.287 12.44862659 620 21 -0.502881979 7 0 0 0.2653368
ACCS 1.576 12.75363609 680 3 -0.635030931 0 0 0 0.144421
ACCSL 1.777 12.87288612 680 1 -0.379764271 6 0 0 0.226813034666667
ACD 1.695 13.87922217 147 41 0.526336423 0 0 0 0.519979
ACE 4.549 13.68149219 267 -20 -1.063313083 0 0 0 0.0119467
ACE2 2.508 12.09678777 545.11 32 0.980508012 0 0 0 0
ACER1 0.825 13.75782742 407 31 0.35599084 8 0 0 0.140668712698413
ACER2 0.93 13.11612194 421 24 -0.420572878 3 0 0 0.183994182
ACER3 0.903 12.54157656 351 36 1.630830759 0 0 0 0.0592232
ACHE 2.001 14.10758821 433 48 4.130620011 0 0 1 0.0462395
ACIN1 4.27 14.04757976 185 41 2.979801065 28 1 0 0.0486082
ACKR1 1.048 11.50860615 785 14 -1.327468182 1 0 0 0.188771134177215
ACKR2 1.16 12.72301651 396 26 -0.396290003 3 0 0 0.17752846
ACKR3 1.094 11.71084146 599 10 1.670686413 7 0 0 0.199791120126582
ACKR4 1.058 12.25912988 768 21 3.794312182 2 0 0 0.183505497468354
ACLY 3.613 14.434924 191 33 3.284769671 0 0 0 0.121287
ACMSD 1.061 12.5261251 496 15 -0.693259162 0 0 0 0.807867
ACN9 1.79726595744681 13.3690690142553 362.425744680851 27.5505319148936 1.08807396458511 0 0 1 0.0251364
ACO1 2.77 12.57958947 424 -18 0.606688712 0 0 0 0.0335221
ACO2 2.508 14.20359889 162 69 3.268521967 0 0 0 0.0454838
ACOD1 1.471 13.62644786 419.36 34.1 1.102367117 6 0 0 0.188667352857143
ACOT1 1.281 13.52122645 340.81 14.23 4.074933884 6 0 0 0.185888695061728
ACOT11 2.07 13.44156447 415 18 0.286962183 0 0 0 0.544327
ACOT12 1.751 11.65230473 831 16 -0.655264112 0 0 0 0.138287
ACOT13 0.455 12.95090105 362 24 0.254939975 0 0 0 0.0193867
ACOT2 1.467 13.31513019 169 39 2.68970928 6 0 0 0.179324537078652
ACOT4 1.281 13.31513019 169 39 0.598506657 0 0 0 0.281545
ACOT6 0.634 13.31513019 169 39 0.324729824 0 0 0 0
ACOT7 1.474 13.37481716 176 26 2.692706876 0 0 0 0.0840983
ACOT8 0.99 13.5180744 180 48 -0.332537148 0 0 0 0.0306188
ACOT9 1.427 13.06723748 330.93 48 0.31666129 0 0 0 0
ACOX1 2.219 14.32712987 194 22 1.977319131 0 0 0 0.0246888
ACOX2 2.116 13.21955724 265 33 0.07875668 0 0 0 0.848862
ACOX3 2.188 11.83865449 332 47 -0.748210395 0 0 0 0.0166653
ACOXL 1.997 12.77676308 417.92 21.19 0.077420202 0 0 0 0.893171
ACP1 0.808 12.62729627 624 -18 -0.698246979 0 0 0 0.309305
ACP2 1.511 14.0577145 198 38 1.252203878 0 0 0 0.0144808
ACP4 1.336 13.3881832 593 27 -0.358069469 3 0 0 0.167382573863636
ACP5 0.998 13.95734079 272 31 0.792266987 0 0 1 0.830962
ACP6 1.378 13.22717767 350.71 28.01 0.495346219 0 0 0 0.0303603
ACPL2 1.75870212765957 13.1773740308511 365.106382978723 27.8723404255319 0.932115420106383 0 0 0 0.0186207
ACPP 1.335 12.25559587 765 13 -0.331678506 0 0 0 0
ACPT 2.1229880952381 13.0437139060714 453.217619047619 20.334880952381 0.56352493875 0 0 1 0
ACR 1.37 13.41493448 295 41 2.176840339 7 0 0 0.17562676744186
ACRBP 1.698 14.85117701 210 61 0.982424675 0 0 0 0.71461
ACRC 2.1229880952381 13.0437139060714 453.217619047619 20.334880952381 0.56352493875 0 0 1 0
ACRV1 0.818 13.24377006 595 13 0.322319197 0 0 0 0.957001
ACSBG1 2.245 12.95123573 314 52 1.395518667 0 0 0 0.74234
ACSBG2 2.066 14.1022672 417 40 -1.398496472 0 0 1 0
ACSF2 2.008 14.10283757 200 23 1.398570372 0 0 0 0.2724
ACSF3 1.776 14.06048135 239 40 -1.576789644 0 0 0 0.950805
ACSL1 2.319 12.64983817 515 30 1.135995575 0 0 0 0.0348847
ACSL3 2.233 12.47420868 361 14 1.024724023 0 0 0 0.0189918
ACSL4 2.206 12.25242174 476.19 44 1.990625207 4 0 0 0.198364059642857
ACSL5 2.387 12.12675884 409 -4 -0.039688987 0 0 0 0.92447
ACSL6 2.472 12.7112956 484 25 1.332035451 0 0 0 0.369784
ACSM1 1.9 12.07817677 641 11 -0.859518532 0 0 0 0.941095
ACSM2A 1.835 12.10891726 823 6 1.382417721 4 0 0 0.24000823
ACSM2B 1.835 12.0222099 726 -6 2.053981052 2 0 0 0.21379489375
ACSM3 2.035 12.26285932 580 23 -0.532112129 0 0 0 0.0892575
ACSM4 1.808 13.96202357 439 27 -0.807565563 6 0 0 0.186352860344828
ACSM5 1.809 12.10891726 823 6 -0.156013782 0 0 0 0.854054
ACSM6 1.493 12.68071239 512 1 -1.2261657 6 0 0 0.257516601587302
ACSS1 2.502 13.25714948 563 -18 2.813482612 0 0 0 0.0647133
ACSS2 2.273 13.8201448 205 44 0.605088948 0 0 0 0
ACSS3 2.141 10.17393445 1037 -20 0.29963724 0 0 0 0.11715
ACTA1 1.164 12.402482 361 29 5.986839101 0 0 0 0.300287
ACTA2 1.174 12.10849289 267 30 3.880570028 0 0 0 0.471199
ACTB 1.153 14.46091026 195 34 6.285441098 0 0 1 0.0101074
ACTBL2 1.136 11.98327279 456 3 -0.657072714 3 0 0 0.15037176375
ACTC1 1.164 13.16391598 306 -1 5.252289143 0 0 0 0.442838
ACTG1 1.153 15.0914743 268 26 5.131361293 0 0 0 0.0264262
ACTG2 1.281 13.8512068 284 45 3.906475152 0 0 0 0.911684
ACTL10 0.743 13.76209059 262.44 39.06 0.920641684 0 0 0 0
ACTL6A 1.36 12.89905231 477 11 2.927792452 75 1 0 0.0144733
ACTL6B 1.351 14.44913595 247 60 4.038836117 108 1 1 0.481691
ACTL7A 1.313 12.72767202 471 9 -0.780392172 0 0 0 0.952261
ACTL7B 1.253 12.72767202 471 9 1.585252194 0 0 0 0.960469
ACTL8 1.111 12.42906419 416 27 1.545971196 0 0 0 0
ACTL9 1.256 13.19267644 487 -47 1.501776673 0 0 1 0.47269
ACTN1 2.984 13.3208158 344 44 3.820755846 0 0 0 0.011668
ACTN2 2.997 12.96496075 682 -10 1.760076545 0 0 0 0.376158
ACTN3 3.092 14.11115336 194 62 1.059975763 0 0 0 0.458684
ACTN4 2.851 14.28341574 322 36 5.416802183 0 0 1 0.0237041
ACTR10 1.319 12.58153205 545 21 0.767677972 0 0 0 0
ACTR1A 1.186 13.67823043 178 41 3.57944806 0 0 0 0.0133725
ACTR1B 1.186 12.79980272 520 25 1.447256888 0 0 0 0.0173386
ACTR2 1.319 13.3149372 343 31 4.17735336 0 0 0 0.0254152
ACTR3 1.317 12.90664221 629 15 3.64346716 0 0 0 0.0386157
ACTR3B 1.317 12.15959406 535 5 3.844566122 0 0 1 0.0210895
ACTR3C 0.663 13.53799139 247.24 41.98 1.518533995 0 0 1 0.0741242
ACTR5 1.869 12.78984571 551 35 0.595403724 0 0 0 0.0296971
ACTR6 1.246 12.12629324 650 9 1.489079893 0 0 0 0.0222143
ACTR8 1.959 11.76530932 552 39 0.58831416 0 0 0 0
ACTRT1 1.136 6.843749949 1124.05 -35 -1.269890435 4 0 0 0.146096577272727
ACTRT2 1.139 12.63788428 634 19 -0.322195812 0 0 0 0.606199
ACTRT3 1.129 12.73795248 409.52 19.35 0.534139575 6 0 0 0.243070654166667
ACVR1 1.575 11.30356154 935 2 2.585304058 75 1 0 0.153771
ACVR1B 1.933 13.10880183 371 27 3.972972912 37 1 0 0.0346049
ACVR1C 1.527 11.28363808 911 7 1.24610143 0 0 0 0.0364475
ACVR2A 1.597 11.41852687 951 -2 2.723091339 0 0 0 0.0463691
ACVR2B 1.594 12.72951929 514 28 3.169324385 6 1 0 0.0329086
ACVRL1 1.599 13.10880183 371 27 2.3404706 0 1 0 0.914994
ACY1 1.577 13.86013874 224 36 0.07354587 7 0 0 0.154414766666667
ACY3 0.99 14.15775468 424 60 -0.223176561 0 0 0 0.196032
ACYP1 0.55 13.73108819 222 47 -0.146315846 0 0 0 0.0254249
ACYP2 0.936 13.33616422 448 11 -1.32996192 0 0 0 0.0348284
ADA 1.152 13.59461573 171 42 -0.181264702 0 0 0 0.0566281
ADA2 1.616 12.62830309 574 -55 -1.319761669 8 0 0 0.22498952804878
ADAD1 1.786 12.33684649 612 -14 -0.223336228 0 0 0 0
ADAD2 2.053 13.27496257 364 12 -3.082326964 0 0 0 0.908917
ADAL 1.15 13.62071877 415 50 -0.007257312 0 0 0 0.0167166
ADAM10 2.394 13.13461798 386 31 3.14304825 0 0 0 0.023169
ADAM11 2.445 14.01796802 175 31 3.209734824 0 0 0 0.150636
ADAM12 2.96 12.27579925 485 -29 0.621933481 0 0 0 0.260405
ADAM15 2.804 14.34420753 214 44 0.557426913 0 0 0 0.0225704
ADAM17 2.59 13.44719961 278 38 1.681744822 0 0 0 0.0514589
ADAM18 2.347 12.07622019 764 4 -2.451194024 0 0 1 0.771393
ADAM19 3.226 12.47576003 1079 45 1.529682877 0 0 0 0.0901472
ADAM2 2.308 9.44888472 576 -2 -2.105765189 0 0 1 0.866776
ADAM20 2.336 12.71840513 706 26 -1.891711133 0 0 0 0
ADAM21 2.174 12.95674553 706 22 1.580846879 0 0 0 0.861201
ADAM22 3.027 12.0936987 722 17 2.555590936 0 0 1 0.0485104
ADAM23 2.816 12.5789698 726 16 1.725033351 0 0 0 0.0543625
ADAM28 2.503 10.92983376 565 5 -1.684155058 0 0 1 0
ADAM29 2.468 10.81861761 889 -36 -0.995264229 0 0 0 0.79587
ADAM30 2.378 12.87414301 560 9 -0.606451078 0 0 0 0.878736
ADAM32 2.59 12.75854872 612 -5 -1.234325542 0 0 1 0
ADAM33 2.552 13.756654 353 32 0.730688256 0 0 0 0.353333
ADAM3A 2.1229880952381 13.0437139060714 453.217619047619 20.334880952381 0.56352493875 0 0 1 0
ADAM6 2.65529069767442 12.820828060814 476.312325581395 17.223488372093 0.345036605348837 0 0 0 0
ADAM7 2.532 10.93403511 741 6 -1.434584465 0 0 1 0.712801
ADAM8 2.59 12.73457806 452 -12 -0.472103035 0 0 0 0.151347
ADAM9 2.74 12.8721492 428 22 1.661178195 0 0 1 0.0170409
ADAMDEC1 1.483 10.96023564 741 5 -1.025327008 0 0 1 0.835725
ADAMTS1 2.949 10.41532267 441 -72 0.868766907 0 0 0 0.0967905
ADAMTS10 3.491 13.34169808 214 -14 4.362530349 0 0 1 0.0382686
ADAMTS12 4.97 12.82956424 875 7 -0.230051214 0 0 0 0
ADAMTS13 4.653 14.42705607 263 33 1.9887627 0 0 0 0.607705
ADAMTS14 3.791 13.21093271 566 37 0.063888568 0 0 0 0.390493
ADAMTS15 2.893 13.43923185 396 0 2.57870367 0 0 0 0.085299
ADAMTS16 3.802 11.40070816 683 -23 -0.022317458 0 0 0 0
ADAMTS17 3.398 11.87477997 755 -36 -0.931083609 0 0 0 0.32092
ADAMTS18 3.781 11.03442181 1102 -26 -3.136102126 0 0 0 0.389021
ADAMTS19 3.739 10.54786457 1075 -16 2.61502081 0 0 0 0.177368
ADAMTS2 3.823 14.21850462 677 -4 2.548141497 0 0 0 0.0321036
ADAMTS20 6.164 11.74904052 906 -21 -2.784437546 0 0 0 0
ADAMTS3 3.728 11.15717866 633 -15 -0.507027825 0 0 0 0.0450845
ADAMTS4 2.622 13.49897486 234 37 1.185876163 6 0 0 0.180857865903614
ADAMTS5 2.833 10.40746981 441 -79 2.529605399 0 0 0 0.0769616
ADAMTS6 3.516 12.52555857 480 5 2.689183111 0 0 0 0.0365484
ADAMTS7 5.181 13.1365897 413 46 0.413410987 4 0 0 0.159169253411765
ADAMTS8 2.715 13.44918924 382 -6 0.729737638 0 0 0 0.27144
ADAMTS9 6.007 11.41367955 783 -10 0.440606364 0 0 0 0.0551043
ADAMTSL1 5.699 12.6543833 527 -18 -1.775102866 0 0 0 0.155124
ADAMTSL2 3.278 14.44123132 315 35 1.355676592 0 0 0 0.0575159
ADAMTSL3 5.257 11.62990818 888 -7 -0.577434211 0 0 0 0.206418
ADAMTSL4 3.459 14.20460845 152 31 -0.545274024 0 0 0 0.0532021
ADAMTSL4-AS1 0.395 13.19473815 360.21 23.19 0.716007922 7 0 0 0.0963448725490196
ADAMTSL5 1.532 14.56825784 221 35 -0.539338988 0 0 1 0.168509
ADAP1 1.325 13.51070539 310 41 1.185712137 0 0 1 0.685278
ADAP2 1.219 13.29486185 209 20 1.08563702 0 0 0 0.0703207
ADAR 3.905 14.47174217 403 36 3.005285202 76 1 0 0.0265114
ADARB1 2.29 13.29882781 250 42 4.328742787 24 1 0 0.389824
ADARB2 2.479 12.55701117 633 8 2.779134224 0 1 0 0.0507569
ADARB2-AS1 2.65529069767442 12.820828060814 476.312325581395 17.223488372093 0.345036605348837 0 0 0 0
ADAT1 1.554 13.01554179 354 18 -2.947705672 0 0 0 0.0178473
ADAT2 0.606 12.60956915 495 7 0.836529621 0 0 0 0.0188165
ADAT3 1.109 12.89235062 367.52 32.91 1.420529558 0 0 1 0.0091797
ADC 1.90863829787234 12.90399971 456.553191489362 23.3163829787234 0.92076987687234 0 0 0 0.103494
ADCK1 1.622 12.96671024 517 24 -0.570332061 0 0 0 0.0404721
ADCK2 1.959 12.77901918 567 38 2.202755429 0 0 1 0.0238713
ADCK3 2.65529069767442 12.820828060814 476.312325581395 17.223488372093 0.345036605348837 0 0 0 0
ADCK4 1.90640206185567 13.0732936162887 451.770824742268 12.6359793814433 1.14094149396907 0 0 1 0.104482
ADCK5 1.897 14.64170239 200 32 2.130231347 0 0 1 0
ADCY1 3.552 12.57047615 686 11 6.148797824 0 0 1 0.240921
ADCY10 5.083 13.18929466 238 13 -0.702715464 0 0 0 0.724219
ADCY2 3.586 11.01716906 1014 -22 5.251655966 0 0 0 0.0999228
ADCY3 1.83977319587629 12.9278440051443 463.662474226804 20.7675257731959 0.263102553896907 0 0 0 0.670424
ADCY4 3.383 13.71693144 173 39 1.605284198 0 0 0 0.102117
ADCY5 4.098 12.82672171 458 42 5.678625141 5 0 0 0.25998085125
ADCY6 3.612 14.35544012 328 38 3.475247032 0 0 0 0.0697578
ADCY7 3.418 12.62529601 520 21 1.980577178 0 0 0 0.900316
ADCY8 3.846 12.55981279 296 37 2.52228931 0 0 1 0
ADCY9 4.112 13.51457572 140 19 2.839832616 0 0 0 0.216987
ADCYAP1 0.551 12.51368234 531 -13 1.661159472 0 0 0 0.246447
ADCYAP1R1 1.66 12.80550238 631 7 1.185167337 0 0 1 0.0784637
ADD1 2.517 13.41409673 264 45 0.586495646 74 1 0 0.0444584
ADD2 2.482 13.39946315 592 24 2.025587118 0 0 0 0.0708002
ADD3 2.191 12.76356618 424 3 -0.58766112 0 0 0 0.895754
ADGB 5.184 12.87893222 451.94 27.9 0.587136269 0 0 0 0
ADGRA1 1.713 12.60105635 499 -10 1.706701391 4 0 0 0.182253136190476
ADGRA2 4.112 13.39388558 379 26 3.178953468 6 0 0 0.173083942166667
ADGRA3 4.061 11.53119751 818 16 0.725619125 4 0 0 0.264439171232877
ADGRB1 4.905 12.59933358 567 25 5.362871792 7 0 0 0.136681236363636
ADGRB2 4.948 13.97230488 173 36 4.822819792 8 0 0 0.123225013636364
ADGRB3 4.822 9.330520532 1175 -22 1.222818376 6 0 0 0.171360493670886
ADGRD1 2.75 12.29670828 468 0 0.007120186 4 0 0 0.221865027848101
ADGRD2 2.992 12.4421205 502.92 6.19 -2.280762619 3 0 0 0.218582386440678
ADGRE1 2.865 13.52597744 383 27 -0.719524005 4 0 0 0.28024386
ADGRE2 2.572 13.84775217 448 29 1.60906071 8 0 0 0.224557406060606
ADGRE3 2.039 13.85176148 384 31 -0.20619332 4 0 0 0.270628655737705
ADGRE5 2.608 13.81209373 183 32 0.985203078 4 0 0 0.168512465909091
ADGRF1 2.854 12.22219203 291 -5 -1.552507109 7 0 0 0.172367003488372
ADGRF2 1.964 12.08066247 691 7 -2.748786116 6 0 0 0.179200693670886
ADGRF3 3.516 13.37632009 346 30 -0.884978082 9 0 0 0.16930398245614
ADGRF4 2.128 12.08066247 691 7 -1.723873539 4 0 0 0.188323401234568
ADGRF5 4.141 12.03341425 392 0 0.596952899 6 0 0 0.253845076923077
ADGRG1 2.162 13.4971012 168 41 -0.421190869 5 0 0 0.187776320652174
ADGRG2 3.189 12.19528972 574.68 25 1.666880879 3 0 0 0.186349525
ADGRG3 1.71 13.47715956 168 34 -0.269901874 6 0 0 0.178099330337079
ADGRG4 9.358 12.84909953 467 28 -2.862047701 6 0 0 0.195544597101449
ADGRG5 1.642 13.52703484 135 43 0.059758798 10 0 0 0.173793272857143
ADGRG6 3.929 12.08621308 421 -26 -0.530785944 6 0 0 0.244709824883721
ADGRG7 2.474 12.74256602 509 12 -1.249017424 7 0 0 0.188819034545455
ADGRL1 4.54 13.85156569 321 25 4.6769407 5 0 0 0.17447961859375
ADGRL2 4.639 10.92067284 1274 -19 0.770070447 3 0 0 0.209800786075949
ADGRL3 4.925 9.320986892 1494 -18 1.316256871 3 0 0 0.224441282051282
ADGRL4 2.148 11.21248232 903 -17 -1.530276997 4 0 0 0.23488599113924
ADGRV1 19.371 11.65816801 755 -2 -3.907834177 2 0 0 0.223000906493506
ADH1A 1.173 12.43055131 786 3 -0.46031775 0 0 0 0
ADH1B 1.173 12.71525191 854 8 0.051567755 0 0 0 0
ADH1C 1.173 12.71525191 854 8 0.156397323 0 0 0 0
ADH4 1.268 12.02070646 760 1 -1.172052714 0 0 0 0
ADH5 1.17 12.16695233 549 11 0.525323421 0 0 0 0.0123106
ADH6 1.177 12.03102854 786 -3 -0.450093753 0 0 0 0.915951
ADH7 1.289 12.71572959 854 12 -1.711569089 0 0 0 0
ADHFE1 1.504 12.46574868 268 12 -1.058874354 0 0 1 0.0541729
ADI1 0.667 12.44783773 390 16 -0.200076567 0 0 0 0.0096969
ADIG 0.674 13.17297094 539 39 0.267028647 0 0 0 0.904937
ADIPOQ 0.745 13.01695842 384 25 -0.676406829 0 0 0 0.846749
ADIPOR1 1.163 12.9508773 389 30 3.143752634 0 0 0 0.0169798
ADIPOR2 1.196 12.46480339 403 29 2.734749017 0 0 0 0.0211587
ADIRF 0.246 12.9036724 164 45 -0.436797061 6 0 0 0.200613560227273
ADK 1.163 13.34095097 598 40 0.550077374 0 0 0 0.0191796
ADM 0.621 13.66550594 273 12 1.473828 0 0 0 0.018248
ADM2 0.959 13.88831947 207 42 -0.559066351 0 0 1 0
ADM5 0.472 14.36546901 195 36 0.592631003 7 0 0 0.175753894623656
ADNP 3.324 12.86513291 367 36 1.021992785 34 1 0 0.0272892
ADNP2 3.411 13.07664609 572 4 0.027121859 33 1 0 0
ADO 0.818 12.08334553 852 32 2.008526512 0 0 0 0.0317358
ADORA1 1.033 13.05841988 453 37 2.460922639 0 0 0 0
ADORA2A 1.249 13.32385991 186 54 2.068422809 65 1 0 0.88565
ADORA2B 1.009 13.74503552 350 -33 -0.167966374 0 0 0 0.384286
ADORA3 1.825 12.83225704 330 27 -1.332287771 0 0 0 0.473349
ADPGK 1.549 13.91675311 526 43 0.457581022 0 0 0 0
ADPRH 1.089 12.57652869 595 40 -0.985020208 0 0 0 0.0280545
ADPRHL1 1.1 13.60256607 223 49 -0.573817935 0 0 0 0.877346
ADPRHL2 1.122 13.65738198 282 27 0.357829393 0 0 0 0.0241089
ADPRM 1.044 10.9859874 801 -49 0.936348224 5 0 0 0.168177078787879
ADRA1A 2.259 12.46548255 692 3 0.926944622 0 0 1 0.359102
ADRA1B 1.573 12.23694127 458 31 3.791433706 0 0 0 0.486373
ADRA1D 1.729 13.599741 428 14 0.691865753 0 0 0 0.1007
ADRA2A 1.403 12.56239303 547 -1 0.870263846 0 0 0 0.0324515
ADRA2B 1.349 13.58274082 366 41 0.52425416 0 0 0 0.638901
ADRA2C 1.514 12.69640572 592 36 5.422062031 0 0 0 0.408329
ADRB1 1.439 12.5143438 502 25 0.254896059 0 0 0 0
ADRB2 1.247 12.60615663 408 22 1.911613558 58 1 0 0.0595473
ADRB3 1.237 13.41929405 356 25 3.025169545 0 0 1 0.384932
ADRBK1 1.83025531914894 12.747730596234 492.765957446808 17.9468085106383 0.804929034776596 0 0 0 0.153736
ADRBK2 1.92754081632653 13.1293232883469 401.971836734694 20.9830612244898 1.64230794216327 64 1 0 0.0915991
ADRM1 1.269 13.80582379 252 9 1.782555107 0 0 0 0.0214889
ADSL 1.612 13.00588799 427 47 0.93201676 0 0 0 0.0161231
ADSS 1.436 13.47314418 534 2 2.208391011 0 0 0 0
ADSSL1 1.798 13.4320574 208 29 -0.79311793 0 0 0 0.142054
ADTRP 0.897 11.67296733 372 24 -0.225808973 0 0 0 0
AE000662.92 0.315 13.03609373 389.97 17.49 0.270454896 4 0 0 0.163503362068966
AEBP1 4.012 13.95624941 282 56 1.306691297 12 1 1 0.484995
AEBP2 1.631 11.93392922 339 -21 3.737400738 55 1 0 0
AEN 1.079 12.88320477 605 14 -0.634625621 0 0 0 0.399725
AES 0.862 13.90394625 195 30 2.235845568 75 1 1 0
AF131215.5 0.248 13.51422291 472.15 28.14 0.697598825 8 0 0 0.16765493238806
AF165138.7 0.533 13.53376481 290.56 32.45 1.532157483 6 0 0 0.1456178734375
AF196779.12 0.914 13.15727232 368.07 23.05 1.501203546 5 0 0 0.143906475471698
AFAP1 2.53 12.02199956 260 38 -0.838338985 0 0 0 0.30426
AFAP1L1 2.402 12.86446274 380 25 -0.770043418 0 0 0 0
AFAP1L2 2.716 12.62333456 299 6 -0.123835811 0 1 0 0
AFDN 5.736 11.83913089 643 -2 2.48546622 8 0 0 0.198292552631579
AFF1 3.779 12.50895855 518 48 -1.812887872 46 1 0 0.0230793
AFF2 4.101 11.48586255 711.02 -13 0.828048912 16 1 1 0
AFF3 3.871 12.77442445 868 12 2.12092662 38 1 0 0.0751558
AFF4 3.658 13.43946929 200 66 2.229536937 34 1 0 0.1328
AFG1L 1.511 12.75484413 491 37 0.040083777 5 0 0 0.158802074938272
AFG3L1P 2.65529069767442 12.820828060814 476.312325581395 17.223488372093 0.345036605348837 0 0 0 0
AFG3L2 2.479 13.10693294 214 26 2.546199626 0 0 0 0
AFM 1.87 12.712589 594 3 -2.659413909 0 0 0 0
AFMID 1.092 13.31332913 191 26 0.217804234 3 0 0 0.258275709411765
AFP 1.989 12.712589 594 3 -1.326685696 0 0 0 0
AFTPH 2.859 13.18481034 332 21 -0.748595913 0 0 0 0.0132011
AGA 1.086 10.71397323 837 -8 -0.424350656 0 0 0 0.339051
AGAP1 3.8 11.80642309 614 3 2.280606845 0 0 0 0.321607
AGAP10P 2.498 13.28301356 313.42 30.59 0.294650702 5 0 0 0.15582398
AGAP11 1.673 12.9036724 164 45 1.091195221 0 0 0 0
AGAP2 3.839 13.96466219 344 39 5.793257743 0 0 0 0.4866
AGAP2-AS1 0.812 12.95011158 430.31 26.44 2.787256451 4 0 0 0.188345721923077
AGAP3 3.77 13.33193038 337 39 4.349557943 0 0 1 0
AGAP4 2.101 11.82231277 625.24 34 0.346222981 6 0 0 0.241480747619048
AGAP5 2.101 13.64164996 322.4 29.35 1.460584785 5 0 0 0.160978598035714
AGAP6 2.101 13.64164996 322.4 29.35 1.460584785 5 0 0 0.160978598035714
AGAP9 5.958 12.62667452 469.39 17.26 -0.251437899 2 0 0 0.146850851636364
AGBL1 3.349 8.634798433 980 -56 -3.833578698 5 0 0 0.186267276190476
AGBL2 2.946 13.79987902 155 23 -0.551576674 0 0 0 0.4924
AGBL3 3.335 12.6666296 524.82 17.52 0.329564564 4 0 0 0.207786174137931
AGBL4 1.619 9.710084826 1041 -18 -0.173448325 1 0 0 0.266138545454545
AGBL5 2.796 14.04424963 290 34 1.751400777 0 0 0 0.0151449
AGER 2.959 14.56691438 392 28 -0.076674934 0 0 0 0.886137
AGFG1 1.831 12.17621635 353 23 0.877604012 0 0 0 0.0394939
AGFG2 1.506 14.31696743 242 60 0.955222836 0 0 1 0.0244197
AGGF1 2.23 12.4728847 333 30 0.271523932 0 0 0 0.0286215
AGK 1.415 12.33621894 887 16 0.240131745 0 0 1 0.0887266
AGL 4.834 12.57661499 595 9 -2.233657916 0 0 0 0.0312857
AGMAT 1.094 13.39521096 162 31 0.843808301 0 0 0 0.218937
